SeasonYear,Quarter,Minute,Second,Down,ToGo,YardLine,Rush/Pass/Special,OFF,DEF,,
2023,1,15,0,0,0,65,4,31,30,TEN,TB
2023,4,0,0,0,0,100,4,27,12,PIT,GB
2023,4,0,3,2,10,84,2,12,27,GB,PIT
2023,4,0,3,0,0,100,4,12,27,GB,PIT
2023,4,0,4,1,10,84,4,12,27,GB,PIT
2023,4,0,17,4,2,73,2,12,27,GB,PIT
2023,4,0,17,0,0,100,4,12,27,GB,PIT
2023,4,0,22,3,2,73,2,12,27,GB,PIT
2023,4,0,28,2,10,65,1,12,27,GB,PIT
2023,4,0,51,1,10,65,2,12,27,GB,PIT
2023,4,1,9,0,0,100,4,27,12,PIT,GB
2023,4,2,20,0,0,100,4,27,12,PIT,GB
2023,4,5,10,1,3,97,2,10,4,DEN,BUF
2023,4,5,57,2,4,93,1,10,4,DEN,BUF
2023,4,6,41,1,15,82,1,10,4,DEN,BUF
2023,4,6,41,1,10,87,4,10,4,DEN,BUF
2023,4,7,23,3,4,83,2,10,4,DEN,BUF
2023,4,8,4,2,7,80,2,10,4,DEN,BUF
2023,4,11,34,0,0,85,4,3,8,BAL,CLE
2023,4,11,37,2,1,99,1,3,8,BAL,CLE
2023,4,12,12,1,5,95,1,3,8,BAL,CLE
2023,4,12,21,3,10,90,2,3,8,BAL,CLE
2023,4,13,3,2,17,83,1,3,8,BAL,CLE
2023,4,13,3,2,12,88,4,3,8,BAL,CLE
2023,4,13,48,1,13,87,1,3,8,BAL,CLE
2023,4,13,51,1,6,94,1,3,8,BAL,CLE
2023,4,14,0,3,9,89,2,3,8,BAL,CLE
2023,4,14,6,2,9,89,2,3,8,BAL,CLE
2023,4,14,51,1,10,88,1,3,8,BAL,CLE
2023,3,0,0,0,0,100,4,3,8,BAL,CLE
2023,3,0,35,3,17,54,4,3,8,BAL,CLE
2023,3,0,58,0,0,100,4,3,8,BAL,CLE
2023,3,1,21,2,8,63,4,3,8,BAL,CLE
2023,3,2,0,1,10,61,1,3,8,BAL,CLE
2023,3,2,20,0,0,65,4,3,8,BAL,CLE
2023,3,2,20,0,0,98,4,8,3,CLE,BAL
2023,3,2,25,3,2,97,1,8,3,CLE,BAL
2023,3,3,3,2,8,91,2,8,3,CLE,BAL
2023,3,3,3,0,0,100,4,8,3,CLE,BAL
2023,3,3,47,1,10,89,1,8,3,CLE,BAL
2023,3,4,23,2,1,76,1,8,3,CLE,BAL
2023,3,5,1,1,10,67,2,8,3,CLE,BAL
2023,3,5,11,0,0,100,4,8,3,CLE,BAL
2023,3,5,38,3,11,56,2,8,3,CLE,BAL
2023,3,6,23,2,14,53,2,8,3,CLE,BAL
2023,3,7,3,1,15,52,1,8,3,CLE,BAL
2023,3,7,27,1,10,57,4,8,3,CLE,BAL
2023,3,8,0,2,2,55,1,8,3,CLE,BAL
2023,3,1,5,0,0,65,4,12,27,GB,PIT
2023,3,1,9,4,3,69,3,27,12,PIT,GB
2023,4,9,33,3,7,68,2,10,4,DEN,BUF
2023,4,10,15,2,7,68,1,10,4,DEN,BUF
2023,4,10,55,1,10,65,1,10,4,DEN,BUF
2023,3,4,36,1,10,80,2,11,18,DET,LAC
2023,3,7,59,0,0,65,4,11,18,DET,LAC
2023,3,7,59,0,0,100,4,18,11,LAC,DET
2023,3,7,59,0,0,85,4,18,11,LAC,DET
2023,3,8,3,1,10,82,2,18,11,LAC,DET
2023,3,8,46,3,3,70,2,18,11,LAC,DET
2023,3,9,24,2,7,66,2,18,11,LAC,DET
2023,3,10,2,1,10,63,1,18,11,LAC,DET
2023,3,10,22,3,8,51,2,18,11,LAC,DET
2023,3,10,27,2,8,51,2,18,11,LAC,DET
2023,3,12,27,0,0,100,4,18,11,LAC,DET
2023,3,12,34,4,13,63,3,11,18,DET,LAC
2023,3,12,38,3,13,63,2,11,18,DET,LAC
2023,3,12,42,2,13,63,2,11,18,DET,LAC
2023,3,13,17,1,10,66,1,11,18,DET,LAC
2023,3,13,54,2,7,51,2,11,18,DET,LAC
2023,3,15,0,0,0,65,4,11,18,DET,LAC
2023,2,0,0,0,0,100,4,11,18,DET,LAC
2023,2,0,23,0,0,65,4,11,18,DET,LAC
2023,2,0,23,0,0,100,4,18,11,LAC,DET
2023,2,0,23,0,0,85,4,18,11,LAC,DET
2023,2,0,29,4,1,98,1,18,11,LAC,DET
2023,2,0,33,3,1,98,2,18,11,LAC,DET
2023,2,0,33,0,0,100,4,18,11,LAC,DET
2023,2,0,43,2,2,97,1,18,11,LAC,DET
2023,2,1,4,1,10,89,2,18,11,LAC,DET
2023,2,1,34,3,3,61,2,18,11,LAC,DET
2023,2,1,37,2,3,61,2,18,11,LAC,DET
2023,2,2,0,1,10,54,2,18,11,LAC,DET
2023,2,2,0,0,0,100,4,18,11,LAC,DET
2023,2,3,7,0,0,65,4,18,11,LAC,DET
2023,2,3,7,0,0,100,4,18,11,LAC,DET
2023,2,3,7,0,0,85,4,11,18,DET,LAC
2023,2,3,21,0,0,65,4,11,18,DET,LAC
2023,2,3,21,0,0,85,4,18,11,LAC,DET
2023,2,3,27,1,10,71,2,18,11,LAC,DET
2023,2,4,1,3,1,69,1,18,11,LAC,DET
2023,2,4,23,2,10,60,2,18,11,LAC,DET
2023,2,4,26,1,10,60,2,18,11,LAC,DET
2023,2,7,30,0,0,65,4,18,11,LAC,DET
2023,2,7,30,0,0,100,4,18,11,LAC,DET
2023,2,7,30,0,0,85,4,11,18,DET,LAC
2023,2,7,34,4,1,99,1,11,18,DET,LAC
2023,2,7,37,3,1,99,2,11,18,DET,LAC
2023,2,8,18,2,5,95,1,11,18,DET,LAC
2023,2,8,54,1,7,93,1,11,18,DET,LAC
2023,2,9,36,2,11,79,2,11,18,DET,LAC
2023,2,10,12,1,10,80,1,11,18,DET,LAC
2023,2,10,55,1,10,67,2,11,18,DET,LAC
2023,2,12,17,0,0,100,4,18,11,LAC,DET
2023,2,13,9,0,0,100,4,18,11,LAC,DET
2023,2,13,14,4,1,99,2,11,18,DET,LAC
2023,2,13,51,3,1,99,1,11,18,DET,LAC
2023,2,14,25,2,1,99,1,11,18,DET,LAC
2023,2,15,0,1,10,90,2,11,18,DET,LAC
2023,1,0,0,0,0,100,4,11,18,DET,LAC
2023,1,0,12,4,1,87,4,11,18,DET,LAC
2023,1,0,51,3,6,82,1,11,18,DET,LAC
2023,1,1,35,2,12,76,1,11,18,DET,LAC
2023,1,2,12,1,10,78,2,11,18,DET,LAC
2023,1,2,57,4,5,72,1,11,18,DET,LAC
2023,1,2,57,0,0,100,4,11,18,DET,LAC
2023,1,3,37,3,10,67,2,11,18,DET,LAC
2023,1,3,40,2,10,67,2,11,18,DET,LAC
2023,1,3,45,1,10,67,2,11,18,DET,LAC
2023,1,4,18,0,0,65,4,18,11,LAC,DET
2023,1,4,18,0,0,100,4,18,11,LAC,DET
2023,1,4,18,0,0,85,4,11,18,DET,LAC
2023,1,4,22,1,1,99,1,11,18,DET,LAC
2023,1,4,54,1,10,64,1,11,18,DET,LAC
2023,4,2,25,0,0,100,4,27,12,PIT,GB
2023,4,2,32,0,0,100,4,27,12,PIT,GB
2023,4,3,20,0,0,100,4,27,12,PIT,GB
2023,4,3,32,2,9,86,2,12,27,GB,PIT
2023,4,3,38,1,10,85,1,12,27,GB,PIT
2023,4,4,22,3,10,53,2,12,27,GB,PIT
2023,4,4,25,2,10,53,2,12,27,GB,PIT
2023,4,4,32,1,10,53,2,12,27,GB,PIT
2023,4,5,14,0,0,65,4,12,27,GB,PIT
2023,4,5,14,0,0,100,4,27,12,PIT,GB
2023,4,5,17,4,2,83,3,27,12,PIT,GB
2023,2,11,59,1,10,66,2,1,2,ARI,ATL
2023,2,12,3,2,10,53,2,1,2,ARI,ATL
2023,2,12,45,1,10,53,1,1,2,ARI,ATL
2023,2,13,27,0,0,65,4,1,2,ARI,ATL
2023,2,13,27,0,0,100,4,1,2,ARI,ATL
2023,2,13,27,0,0,85,4,2,1,ATL,ARI
2023,2,14,44,1,16,84,1,2,1,ATL,ARI
2023,2,15,0,1,6,94,1,2,1,ATL,ARI
2023,1,0,0,0,0,100,4,2,1,ATL,ARI
2023,1,0,7,3,3,84,1,2,1,ATL,ARI
2023,1,0,49,2,2,85,1,2,1,ATL,ARI
2023,1,1,29,1,10,77,1,2,1,ATL,ARI
2023,1,2,7,2,7,60,1,2,1,ATL,ARI
2023,1,2,42,1,10,57,1,2,1,ATL,ARI
2023,4,0,0,0,0,100,4,4,10,BUF,DEN
2023,4,0,4,4,11,82,3,10,4,DEN,BUF
2023,4,0,24,3,13,80,4,10,4,DEN,BUF
2023,4,0,24,0,0,100,4,10,4,DEN,BUF
2023,4,0,25,2,12,81,4,10,4,DEN,BUF
2023,4,0,25,0,0,100,4,10,4,DEN,BUF
2023,4,0,29,1,10,83,4,10,4,DEN,BUF
2023,4,0,35,3,10,55,2,10,4,DEN,BUF
2023,4,0,35,0,0,100,4,10,4,DEN,BUF
2023,4,0,40,2,4,61,4,10,4,DEN,BUF
2023,4,0,40,0,0,100,4,10,4,DEN,BUF
2023,4,0,47,1,10,55,2,10,4,DEN,BUF
2023,4,1,39,0,0,100,4,10,4,DEN,BUF
2023,4,1,55,0,0,65,4,10,4,DEN,BUF
2023,4,1,55,0,0,85,4,4,10,BUF,DEN
2023,4,2,0,2,6,94,1,4,10,BUF,DEN
2023,4,2,0,0,0,100,4,4,10,BUF,DEN
2023,4,2,35,1,7,93,1,4,10,BUF,DEN
2023,4,3,13,2,4,80,1,4,10,BUF,DEN
2023,4,3,49,1,10,74,1,4,10,BUF,DEN
2023,4,5,6,0,0,65,4,4,10,BUF,DEN
2023,4,5,6,0,0,100,4,4,10,BUF,DEN
2023,4,5,6,0,0,85,4,10,4,DEN,BUF
2023,4,11,47,2,5,51,4,10,4,DEN,BUF
2023,4,12,22,0,0,100,4,4,10,BUF,DEN
2023,4,15,0,4,6,56,3,10,4,DEN,BUF
2023,3,0,0,0,0,100,4,10,4,DEN,BUF
2023,3,0,29,3,8,54,2,10,4,DEN,BUF
2023,3,0,35,2,8,54,2,10,4,DEN,BUF
2023,3,1,13,1,10,52,1,10,4,DEN,BUF
2023,3,1,19,1,10,52,4,4,10,BUF,DEN
2023,3,2,30,0,0,100,4,4,10,BUF,DEN
2023,3,3,14,3,12,100,4,10,4,DEN,BUF
2023,3,4,0,2,6,56,4,10,4,DEN,BUF
2023,3,4,33,1,10,52,1,10,4,DEN,BUF
2023,3,6,42,0,0,65,4,10,4,DEN,BUF
2023,3,6,42,0,0,100,4,4,10,BUF,DEN
2023,3,6,42,0,0,85,4,4,10,BUF,DEN
2023,3,6,45,1,3,97,1,4,10,BUF,DEN
2023,3,7,10,3,2,92,1,4,10,BUF,DEN
2023,3,7,48,2,8,86,1,4,10,BUF,DEN
2023,3,8,15,1,10,84,1,4,10,BUF,DEN
2023,3,8,48,2,7,60,2,4,10,BUF,DEN
2023,3,9,19,1,10,57,1,4,10,BUF,DEN
2023,3,10,3,3,6,57,2,10,4,DEN,BUF
2023,3,10,3,0,0,100,4,10,4,DEN,BUF
2023,3,10,38,2,8,55,2,10,4,DEN,BUF
2023,3,11,22,1,10,53,1,10,4,DEN,BUF
2023,3,11,22,0,0,100,4,4,10,BUF,DEN
2023,2,0,31,0,0,100,4,29,32,SEA,WAS
2023,2,0,46,0,0,100,4,29,32,SEA,WAS
2023,2,1,47,0,0,65,4,32,29,WAS,SEA
2023,2,1,50,4,6,85,3,29,32,SEA,WAS
2023,2,1,50,4,1,90,4,29,32,SEA,WAS
2023,2,1,50,0,0,100,4,29,32,SEA,WAS
2023,2,1,55,3,4,87,2,29,32,SEA,WAS
2023,2,1,55,0,0,100,4,29,32,SEA,WAS
2023,2,2,0,2,5,86,1,29,32,SEA,WAS
2023,2,2,0,0,0,100,4,29,32,SEA,WAS
2023,2,2,13,1,10,81,1,29,32,SEA,WAS
2023,2,2,36,1,10,70,2,29,32,SEA,WAS
2023,2,3,2,2,3,57,1,29,32,SEA,WAS
2023,2,3,29,1,10,100,2,29,32,SEA,WAS
2023,2,4,49,0,0,100,4,29,32,SEA,WAS
2023,2,9,12,0,0,65,4,32,29,WAS,SEA
2023,2,9,16,4,4,76,3,29,32,SEA,WAS
2023,2,9,20,3,4,76,2,29,32,SEA,WAS
2023,2,9,23,2,4,76,2,29,32,SEA,WAS
2023,2,9,49,1,10,70,2,29,32,SEA,WAS
2023,2,10,15,2,9,55,2,29,32,SEA,WAS
2023,2,10,35,1,10,54,1,29,32,SEA,WAS
2023,2,12,6,0,0,65,4,29,32,SEA,WAS
2023,2,12,6,0,0,100,4,29,32,SEA,WAS
2023,2,12,11,4,7,69,3,32,29,WAS,SEA
2023,2,12,15,3,7,69,2,32,29,WAS,SEA
2023,2,12,55,2,7,69,1,32,29,WAS,SEA
2023,2,13,32,1,10,66,2,32,29,WAS,SEA
2023,2,15,0,2,1,100,2,32,29,WAS,SEA
2023,1,0,0,0,0,100,4,32,29,WAS,SEA
2023,1,2,21,0,0,100,4,29,32,SEA,WAS
2023,1,5,36,0,0,100,4,29,32,SEA,WAS
2023,1,8,43,0,0,65,4,32,29,WAS,SEA
2023,1,8,43,0,0,100,4,29,32,SEA,WAS
2023,4,5,24,3,2,83,2,27,12,PIT,GB
2023,4,5,58,2,10,75,2,27,12,PIT,GB
2023,4,6,41,1,10,75,1,27,12,PIT,GB
2023,4,7,26,1,10,55,1,27,12,PIT,GB
2023,4,8,9,2,4,51,1,27,12,PIT,GB
2023,4,9,24,0,0,100,4,27,12,PIT,GB
2023,4,15,0,4,3,64,3,21,23,MIN,NO
2023,3,0,0,0,0,100,4,21,23,MIN,NO
2023,3,0,35,3,7,60,2,21,23,MIN,NO
2023,3,0,42,2,7,60,2,21,23,MIN,NO
2023,3,1,5,0,0,100,4,21,23,MIN,NO
2023,3,1,18,1,10,57,1,21,23,MIN,NO
2023,3,1,55,3,6,51,2,21,23,MIN,NO
2023,3,5,26,0,0,65,4,21,23,MIN,NO
2023,3,5,26,0,0,100,4,21,23,MIN,NO
2023,3,5,26,0,0,98,4,23,21,NO,MIN
2023,3,5,31,1,10,86,2,23,21,NO,MIN
2023,3,6,5,1,10,66,2,23,21,NO,MIN
2023,3,6,33,4,1,64,1,23,21,NO,MIN
2023,3,7,17,3,1,64,2,23,21,NO,MIN
2023,3,7,32,0,0,100,4,23,21,NO,MIN
2023,3,8,19,1,10,55,4,23,21,NO,MIN
2023,3,10,9,0,0,65,4,23,21,NO,MIN
2023,3,10,9,0,0,100,4,21,23,MIN,NO
2023,3,10,13,4,7,85,3,21,23,MIN,NO
2023,3,10,19,3,7,85,2,21,23,MIN,NO
2023,1,1,55,3,1,59,1,27,12,PIT,GB
2023,1,1,55,0,0,100,4,27,12,PIT,GB
2023,1,2,0,2,1,59,2,27,12,PIT,GB
2023,1,2,40,1,10,100,1,27,12,PIT,GB
2023,1,4,42,0,0,65,4,27,12,PIT,GB
2023,1,4,42,0,0,100,4,27,12,PIT,GB
2023,1,4,42,0,0,85,4,12,27,GB,PIT
2023,1,4,47,3,7,92,2,12,27,GB,PIT
2023,1,4,47,0,0,100,4,12,27,GB,PIT
2023,1,4,52,2,7,92,2,12,27,GB,PIT
2023,1,5,34,1,10,89,1,12,27,GB,PIT
2023,1,6,19,2,4,84,1,12,27,GB,PIT
2023,1,6,54,1,10,78,2,12,27,GB,PIT
2023,1,7,34,2,7,55,2,12,27,GB,PIT
2023,1,8,9,1,10,52,1,12,27,GB,PIT
2023,1,10,1,0,0,65,4,12,27,GB,PIT
2023,1,10,1,0,0,100,4,27,12,PIT,GB
2023,1,10,1,0,0,85,4,27,12,PIT,GB
2023,1,10,5,1,4,96,1,27,12,PIT,GB
2023,1,10,40,2,4,90,1,27,12,PIT,GB
2023,1,11,21,1,10,84,2,27,12,PIT,GB
2023,1,12,4,1,10,72,1,27,12,PIT,GB
2023,1,12,10,3,3,55,2,27,12,PIT,GB
2023,1,15,0,0,0,65,4,27,12,PIT,GB
2023,4,0,6,1,10,52,2,23,21,NO,MIN
2023,4,0,15,0,0,100,4,21,23,MIN,NO
2023,4,0,59,0,0,100,4,21,23,MIN,NO
2023,4,1,45,0,0,100,4,21,23,MIN,NO
2023,4,1,56,1,10,54,2,23,21,NO,MIN
2023,4,1,56,0,0,100,4,23,21,NO,MIN
2023,4,2,56,0,0,100,4,21,23,MIN,NO
2023,4,3,1,0,0,100,4,21,23,MIN,NO
2023,4,8,34,4,16,56,3,21,23,MIN,NO
2023,4,9,17,3,11,61,4,21,23,MIN,NO
2023,4,9,23,3,1,71,1,21,23,MIN,NO
2023,4,9,38,0,0,100,4,21,23,MIN,NO
2023,4,9,55,2,9,63,2,21,23,MIN,NO
2023,4,10,30,1,10,62,1,21,23,MIN,NO
2023,4,11,40,0,0,65,4,21,23,MIN,NO
2023,4,11,40,0,0,98,4,23,21,NO,MIN
2023,4,11,48,3,8,85,2,23,21,NO,MIN
2023,4,12,29,2,10,83,2,23,21,NO,MIN
2023,4,12,33,1,10,83,2,23,21,NO,MIN
2023,4,13,21,4,2,57,2,23,21,NO,MIN
2023,3,12,29,0,0,65,4,8,3,CLE,BAL
2023,3,12,29,0,0,100,4,3,8,BAL,CLE
2023,3,12,29,0,0,85,4,3,8,BAL,CLE
2023,3,12,37,3,6,60,2,3,8,BAL,CLE
2023,3,12,39,2,6,60,2,3,8,BAL,CLE
2023,3,13,18,1,10,56,1,3,8,BAL,CLE
2023,3,15,0,0,0,65,4,3,8,BAL,CLE
2023,2,0,0,0,0,100,4,3,8,BAL,CLE
2023,2,0,7,4,10,58,2,8,3,CLE,BAL
2023,2,0,7,0,0,100,4,8,3,CLE,BAL
2023,2,0,7,0,0,100,4,8,3,CLE,BAL
2023,2,0,11,3,10,58,2,8,3,CLE,BAL
2023,2,0,18,2,10,58,2,8,3,CLE,BAL
2023,2,0,22,1,10,58,2,8,3,CLE,BAL
2023,2,0,22,0,0,100,4,8,3,CLE,BAL
2023,2,7,30,0,0,100,4,3,8,BAL,CLE
2023,2,7,33,4,7,90,3,8,3,CLE,BAL
2023,2,8,16,3,16,81,2,8,3,CLE,BAL
2023,2,9,2,2,18,79,1,8,3,CLE,BAL
2023,2,9,42,1,20,77,2,8,3,CLE,BAL
2023,2,9,48,1,10,87,2,8,3,CLE,BAL
2023,2,10,29,2,10,59,1,8,3,CLE,BAL
2023,2,10,35,1,10,59,2,8,3,CLE,BAL
2023,2,11,14,3,6,53,1,8,3,CLE,BAL
2023,2,11,59,2,9,100,1,8,3,CLE,BAL
2023,3,0,27,2,1,74,1,22,14,NE,IND
2023,3,1,0,1,10,65,1,22,14,NE,IND
2023,3,1,38,1,10,100,1,22,14,NE,IND
2023,3,5,48,0,0,100,4,22,14,NE,IND
2023,3,5,57,4,2,51,3,14,22,IND,NE
2023,3,6,4,3,2,51,2,14,22,IND,NE
2023,3,8,38,0,0,100,4,22,14,NE,IND
2023,3,8,41,4,3,83,3,22,14,NE,IND
2023,3,8,50,3,3,83,2,22,14,NE,IND
2023,3,9,38,2,8,78,1,22,14,NE,IND
2023,3,10,17,1,10,76,1,22,14,NE,IND
2023,3,10,50,2,8,66,1,22,14,NE,IND
2023,3,11,34,1,10,64,1,22,14,NE,IND
2023,3,12,4,2,2,58,1,22,14,NE,IND
2023,2,5,6,3,2,64,4,3,8,BAL,CLE
2023,2,5,30,2,6,60,1,3,8,BAL,CLE
2023,2,6,11,1,10,56,1,3,8,BAL,CLE
2023,2,7,30,0,0,65,4,3,8,BAL,CLE
2023,1,9,15,4,7,52,3,5,6,CAR,CHI
2023,1,9,22,3,7,52,2,5,6,CAR,CHI
2023,1,9,27,2,7,52,2,5,6,CAR,CHI
2023,1,15,0,0,0,65,4,6,5,CHI,CAR
2023,4,0,34,4,6,94,2,25,18,NYJ,LAC
2023,4,0,41,3,6,94,4,25,18,NYJ,LAC
2023,4,0,46,2,6,94,2,25,18,NYJ,LAC
2023,4,0,46,0,0,100,4,25,18,NYJ,LAC
2023,3,8,24,0,0,100,4,25,18,NYJ,LAC
2023,3,12,35,1,10,100,1,22,14,NE,IND
2023,3,12,35,0,0,100,4,22,14,NE,IND
2023,3,15,0,0,0,65,4,14,22,IND,NE
2023,2,0,7,1,10,61,3,14,22,IND,NE
2023,2,0,7,0,0,100,4,14,22,IND,NE
2023,2,0,11,0,0,100,4,14,22,IND,NE
2023,2,0,11,0,0,100,4,14,22,IND,NE
2023,2,1,18,0,0,100,4,22,14,NE,IND
2023,2,2,0,0,0,100,4,22,14,NE,IND
2023,2,3,34,0,0,100,4,22,14,NE,IND
2023,2,3,41,4,7,57,3,14,22,IND,NE
2023,2,3,50,3,7,57,2,14,22,IND,NE
2023,2,3,59,3,2,62,2,14,22,IND,NE
2023,2,4,22,2,4,60,1,14,22,IND,NE
2023,2,4,48,1,10,54,2,14,22,IND,NE
2023,2,6,28,0,0,100,4,22,14,NE,IND
2023,2,8,20,0,0,100,4,22,14,NE,IND
2023,3,0,0,0,0,100,4,12,27,GB,PIT
2023,3,14,10,0,0,65,4,15,28,JAX,SF
2023,3,14,10,0,0,85,4,28,15,SF,JAX
2023,3,15,0,0,0,65,4,28,15,SF,JAX
2023,2,0,0,0,0,100,4,15,28,JAX,SF
2023,2,0,3,4,14,83,3,28,15,SF,JAX
2023,2,0,3,0,0,100,4,28,15,SF,JAX
2023,2,0,3,0,0,100,4,28,15,SF,JAX
2023,2,0,3,0,0,100,4,28,15,SF,JAX
2023,2,0,16,3,20,77,2,28,15,SF,JAX
2023,2,0,30,2,8,89,2,28,15,SF,JAX
2023,2,0,30,0,0,100,4,28,15,SF,JAX
2023,2,0,45,1,10,87,1,28,15,SF,JAX
2023,2,0,54,1,10,65,2,28,15,SF,JAX
2023,2,0,54,0,0,100,4,28,15,SF,JAX
2023,2,1,15,3,2,63,1,28,15,SF,JAX
2023,2,1,15,0,0,100,4,28,15,SF,JAX
2023,2,2,0,2,5,60,1,28,15,SF,JAX
2023,2,2,14,1,10,55,1,28,15,SF,JAX
2023,2,4,20,0,0,65,4,28,15,SF,JAX
2023,2,4,20,0,0,100,4,15,28,JAX,SF
2023,2,4,24,4,4,81,3,15,28,JAX,SF
2023,2,4,29,3,4,81,2,15,28,JAX,SF
2023,2,5,3,2,4,81,1,15,28,JAX,SF
2023,2,5,36,1,10,75,2,15,28,JAX,SF
2023,2,5,57,2,9,70,2,15,28,JAX,SF
2023,2,6,37,1,10,69,1,15,28,JAX,SF
2023,2,7,14,3,2,52,2,15,28,JAX,SF
2023,2,11,56,0,0,100,4,15,28,JAX,SF
2023,2,12,37,3,6,53,2,28,15,SF,JAX
2023,2,12,40,2,6,53,2,28,15,SF,JAX
2023,2,13,22,0,0,100,4,15,28,JAX,SF
2023,2,13,26,2,15,54,4,15,28,JAX,SF
2023,2,13,26,2,10,59,4,15,28,JAX,SF
2023,2,13,33,1,10,59,2,15,28,JAX,SF
2023,1,0,0,0,0,100,4,28,15,SF,JAX
2023,1,1,31,0,0,100,4,15,28,JAX,SF
2023,1,4,21,0,0,65,4,15,28,JAX,SF
2023,1,4,21,0,0,100,4,15,28,JAX,SF
2023,1,4,25,4,12,79,3,28,15,SF,JAX
2023,1,5,7,3,4,87,4,28,15,SF,JAX
2023,1,5,12,2,4,87,2,28,15,SF,JAX
2023,1,5,50,1,10,81,2,28,15,SF,JAX
2023,1,6,22,3,8,73,2,28,15,SF,JAX
2023,1,6,26,2,8,73,2,28,15,SF,JAX
2023,1,7,1,1,10,71,1,28,15,SF,JAX
2023,1,7,42,2,1,68,1,28,15,SF,JAX
2023,1,8,22,1,10,59,1,28,15,SF,JAX
2023,1,8,59,0,0,100,4,15,28,JAX,SF
2023,1,11,34,0,0,65,4,15,28,JAX,SF
2023,1,11,34,0,0,100,4,15,28,JAX,SF
2023,1,11,34,0,0,85,4,28,15,SF,JAX
2023,1,11,42,1,10,87,2,28,15,SF,JAX
2023,1,12,22,1,10,58,2,28,15,SF,JAX
2023,1,15,0,0,0,65,4,15,28,JAX,SF
2023,4,0,0,0,0,100,4,7,13,CIN,HOU
2023,4,0,5,1,10,80,3,13,7,HOU,CIN
2023,4,0,5,0,0,100,4,13,7,HOU,CIN
2023,4,0,15,2,6,58,2,13,7,HOU,CIN
2023,4,0,21,1,10,54,2,13,7,HOU,CIN
2023,4,1,33,0,0,65,4,13,7,HOU,CIN
2023,4,1,37,4,13,87,3,7,13,CIN,HOU
2023,4,1,42,3,13,87,2,7,13,CIN,HOU
2023,4,1,42,0,0,100,4,7,13,CIN,HOU
2023,4,1,46,2,14,86,1,7,13,CIN,HOU
2023,4,1,46,0,0,100,4,7,13,CIN,HOU
2023,4,1,53,1,7,93,4,7,13,CIN,HOU
2023,4,1,53,0,0,100,4,7,13,CIN,HOU
2023,4,2,26,0,0,100,4,13,7,HOU,CIN
2023,4,3,18,0,0,65,4,13,7,HOU,CIN
2023,4,3,18,0,0,85,4,7,13,CIN,HOU
2023,4,3,28,2,4,96,2,7,13,CIN,HOU
2023,4,3,33,1,4,96,2,7,13,CIN,HOU
2023,4,3,41,0,0,100,4,13,7,HOU,CIN
2023,4,3,47,0,0,100,4,13,7,HOU,CIN
2023,4,4,0,1,10,86,2,7,13,CIN,HOU
2023,4,4,7,2,7,56,2,7,13,CIN,HOU
2023,3,0,19,0,0,85,4,1,2,ARI,ATL
2023,3,0,21,1,1,99,1,1,2,ARI,ATL
2023,3,0,29,2,4,85,2,1,2,ARI,ATL
2023,3,1,8,1,10,79,1,1,2,ARI,ATL
2023,3,3,13,0,0,100,4,1,2,ARI,ATL
2023,3,5,18,0,0,65,4,1,2,ARI,ATL
2023,3,5,23,4,13,83,3,2,1,ATL,ARI
2023,3,5,39,3,6,90,4,2,1,ATL,ARI
2023,3,5,51,0,0,100,4,2,1,ATL,ARI
2023,3,6,1,2,6,90,1,2,1,ATL,ARI
2023,3,9,16,0,0,65,4,2,1,ATL,ARI
2023,3,9,16,0,0,100,4,1,2,ARI,ATL
2023,3,9,21,4,18,62,3,1,2,ARI,ATL
2023,3,9,58,3,30,100,2,1,2,ARI,ATL
2023,3,10,9,2,30,100,2,1,2,ARI,ATL
2023,3,10,14,1,30,100,2,1,2,ARI,ATL
2023,3,10,34,1,20,60,1,1,2,ARI,ATL
2023,3,10,57,1,10,70,1,1,2,ARI,ATL
2023,3,11,40,1,10,55,2,1,2,ARI,ATL
2023,3,14,5,0,0,100,4,1,2,ARI,ATL
2023,3,15,0,0,0,65,4,2,1,ATL,ARI
2023,2,0,10,0,0,65,4,2,1,ATL,ARI
2023,2,0,10,0,0,100,4,1,2,ARI,ATL
2023,2,0,10,0,0,98,4,1,2,ARI,ATL
2023,2,0,14,3,1,94,1,1,2,ARI,ATL
2023,2,0,14,0,0,100,4,1,2,ARI,ATL
2023,2,0,22,2,8,87,1,1,2,ARI,ATL
2023,2,0,22,0,0,100,4,1,2,ARI,ATL
2023,2,0,22,2,3,92,4,1,2,ARI,ATL
2023,2,1,4,1,10,85,2,1,2,ARI,ATL
2023,2,1,41,3,1,80,1,1,2,ARI,ATL
2023,2,2,0,2,1,80,1,1,2,ARI,ATL
2023,2,2,0,0,0,100,4,1,2,ARI,ATL
2023,2,2,6,1,10,71,1,1,2,ARI,ATL
2023,2,4,7,0,0,65,4,1,2,ARI,ATL
2023,2,4,7,0,0,100,4,1,2,ARI,ATL
2023,2,4,7,0,0,85,4,2,1,ATL,ARI
2023,2,4,12,1,5,95,1,2,1,ATL,ARI
2023,2,4,50,3,10,79,1,2,1,ATL,ARI
2023,2,4,56,2,10,79,2,2,1,ATL,ARI
2023,4,0,16,2,5,95,2,24,9,NYG,DAL
2023,4,0,20,1,5,95,2,24,9,NYG,DAL
2023,4,0,20,0,0,100,4,24,9,NYG,DAL
